wer,cer,time,memory,transcription,reference,model,dataset,sample_idx
0.14285714285714285,0.012345679012345678,1.148688793182373,5.73828125,THITHER ELDER WENT ALONE PROVIDED WITH A NUMBER OF CANVAS AND ONE LARGE CARPET BAG,"Thither Elder went alone, provided with a number of canvas and one large carpet-bag.",wav2vec2-small,LJSpeech,48
0.11764705882352941,0.03614457831325301,1.0911142826080322,-0.62890625,HERTELL DROVE HIM DOWN IN A GIG TO BE KILLED AS HE TRAVELED IN THERTELL'S OWN WORDS,"Thurtell drove him down in a gig, ""to be killed as he traveled,"" in Thurtell's own words.",wav2vec2-small,LJSpeech,49
0.25,0.11363636363636363,2.507448673248291,359.27734375,HE WAS BURIED IN LAHORE NEAR ANNACALI BAZARE,He was buried in Lahore near Anarkali Bazaar.,wav2vec2-base,CommonVoice2,0
0.15384615384615385,0.03125,1.1050395965576172,1.625,A DOG TRYING TO CATCH BOBBLES FROM A BOBBLE MACHINE IN THE GRASS,A dog trying to catch bubbles from a bubble machine in the grass,wav2vec2-base,CommonVoice2,1
0.0,0.0,1.0595636367797852,-1.2421875,ONE SHOULD ALWAYS LEAVE A LIGHT BURNING IN AN EMPTY THEATRE,One should always leave a light burning in an empty theatre.,wav2vec2-base,CommonVoice2,2
0.07142857142857142,0.0375,0.8820943832397461,6.05859375,LIKE THE ROMA IN GENERAL MANY DIFFERENT ETHNEMS ARE GIVEN TO SUBGROUPS OF ROMA,"Like the Roma in general, many different ethnonyms are given to subgroups of Roma.",wav2vec2-base,CommonVoice2,3
0.0,0.0,0.8030078411102295,-5.7421875,SHE HAD TWO CHILDREN FROM HER FIRST MARRIAGE,She had two children from her first marriage.,wav2vec2-base,CommonVoice2,4
0.0,0.0,0.8878018856048584,9.63671875,CURRENTLY TWO SPECIES ARE RECOGNIZED,"Currently, two species are recognized.",wav2vec2-base,CommonVoice2,5
0.2727272727272727,0.06451612903225806,1.3673648834228516,-5.765625,EXAMPLES OF THERMOSETTING ADHESIVES ARE EPOXY POLYUROTHANE SCIONOACRELATE AND ACRYLIC POLEMERS,"Examples of thermosetting adhesives are: epoxy, polyurethane, cyanoacrylate and acrylic polymers.",wav2vec2-base,CommonVoice2,6
0.15384615384615385,0.047619047619047616,1.0123116970062256,2.921875,HIS FATHER IS THE KING OF ALSHARKS ALSO KNOWN AS THE SHARK GOD,"His father is ""The King of All Sharks""-also known as the Shark god.",wav2vec2-base,CommonVoice2,7
0.7142857142857143,0.25,0.5320286750793457,16.546875,WHOOLD ET BISH OF SWITH SO MANY QUEENS,Who need bishops with so many queens?,wav2vec2-base,CommonVoice2,8
0.2222222222222222,0.034482758620689655,0.8221547603607178,-21.234375,FLIT WAS APPOINTED TO A NUMBER OF FOUNDATION LECTORESHIPS,Flint was appointed to a number of foundation lectureships.,wav2vec2-base,CommonVoice2,9
0.0,0.0,0.9171285629272461,5.88671875,MY INITIAL ASSUMPTION ABOUT THE PHASE DISPLACED PULSE WAS WRONG,My initial assumption about the phase displaced pulse was wrong.,wav2vec2-base,CommonVoice2,10
0.0,0.0,1.381612777709961,26.36328125,HE WAS ALSO EMPLOYED THERE AS AN ASSISTANT PROFESSOR OF POLITICAL SCIENCE,He was also employed there as an assistant professor of political science.,wav2vec2-base,CommonVoice2,11
0.15384615384615385,0.02702702702702703,1.2397575378417969,-30.68359375,THE POPULARITY OF THE PLAY CREATED A DEMAND FOR PUBLICATION OF THISTORIES,The popularity of the play created a demand for publication of the stories.,wav2vec2-base,CommonVoice2,12
0.15384615384615385,0.0379746835443038,1.368654727935791,7.76953125,THE NATIVE RANGE FORMERLY EXTENDED SOUTH INTO THE GREAT LAKE SPASIN IN MICHIGAN,The native range formerly extended south into the Great Lakes basin in Michigan.,wav2vec2-base,CommonVoice2,13
0.0,0.0,0.9315996170043945,-2.8359375,I WANT TO BOOK A RESTAURANT IN NEW MEXICO FOR TWO PEOPLE,I want to book a restaurant in New Mexico for two people.,wav2vec2-base,CommonVoice2,14
0.0,0.0,0.7766871452331543,-5.58984375,A SMALL CHILD IS HELPING WITH GARDENING,A small child is helping with gardening.,wav2vec2-base,CommonVoice2,15
0.2857142857142857,0.08045977011494253,1.4990334510803223,3.44921875,THE TRAIN CONTINUED NORTH TRANSIT POLISVER NOTIFIED OF THE SITUATION AT FORDHAM RO O,The train continued north; transit police were notified of the situation at Fordham Road.,wav2vec2-base,CommonVoice2,16
0.0,0.0,0.8734331130981445,11.25390625,A GROUP OF STUDENTS ARE SITTING OUTSIDE ON CAMPUS,A group of students are sitting outside on campus.,wav2vec2-base,CommonVoice2,17
0.0,0.0,0.9660100936889648,-4.8828125,THE TREE WAS BLOWN UP AND THE SOUND COULD BE HEARD FOR MILES,The tree was blown up and the sound could be heard for miles.,wav2vec2-base,CommonVoice2,18
0.16666666666666666,0.029411764705882353,1.2819666862487793,-5.07421875,THIS AREA WAS UNDER THE SOUTHERN PART OF ANCIENT BINGAL CALLED BANGA,This area was under the southern part of ancient Bengal called Vanga.,wav2vec2-base,CommonVoice2,19
0.45454545454545453,0.12698412698412698,1.2555971145629883,4.41015625,THE ONE YEAR OLD SIMIPA WAS INSTEAD CREATED THE PRINCE OF FLANGI,The one-year-old Sima Pi was instead created the Prince of Langye.,wav2vec2-base,CommonVoice2,20
0.5,0.18085106382978725,1.2161314487457275,-0.23828125,THE AMOUNT HAF BEENDACT OF CAPLING BETWEEN TWO CONDACTORS AS MEASURED BY THEIR MUTUAL ENDACTANTS,The amount of inductive coupling between two conductors is measured by their mutual inductance.,wav2vec2-base,CommonVoice2,21
0.7142857142857143,0.3191489361702128,1.3248119354248047,-3.88671875,HER CURD TIGER IS WOMAN I DIRECTION OF MASTER,Her current title is Woman International Master.,wav2vec2-base,CommonVoice2,22
0.18181818181818182,0.05714285714285714,1.417452335357666,6.03125,CLARENCE STRAIT IS LONG EXTENDING FROM DIXEN ENTRANCE TO SOMELER STRAIT,"Clarence Strait is long, extending from Dixon Entrance to Sumner Strait.",wav2vec2-base,CommonVoice2,23
1.25,0.6491228070175439,1.0887231826782227,-2.4296875,THE UGLAND TO TE CASTLE OF THE SLAY THE JEST OF POPAGATE,The Auckland City Council recently purchased the property.,wav2vec2-base,CommonVoice2,24
0.06666666666666667,0.013888888888888888,0.9368777275085449,-5.83203125,A BICYCLIS LOOKS BEHIND HIM TO CHECK ON A GIRL RIDING A BIKE BEHIND HIM,A bicyclist looks behind him to check on a girl riding a bike behind him.,wav2vec2-base,CommonVoice2,25
0.14285714285714285,0.022727272727272728,0.9134480953216553,24.3671875,THE CITY WAS PARTLY DESTROYED BY MITHREDATES,The city was partly destroyed by Mithridates.,wav2vec2-base,CommonVoice2,26
0.08333333333333333,0.0136986301369863,1.0871732234954834,0.69140625,COMPETITION BEGINS AN APRIL AND THE FINAL IS NORMALLY PLAYED IN SEPTEMBER,"Competition begins in April, and the final is normally played in September.",wav2vec2-base,CommonVoice2,27
0.14285714285714285,0.06097560975609756,1.2655680179595947,-22.1953125,PAVED STREETS AND CENTRAL WATER AND SEWERE SERVE ALL LOTS DEVILER WITHIN THE PLAN,Paved streets and central water and sewer serve all lots developed within the plan.,wav2vec2-base,CommonVoice2,28
0.0,0.0,0.9981005191802979,6.70703125,A BRIDE GETTING READY TO THROW HER BOUQUET TO A GROUP OF WOMEN,A bride getting ready to throw her bouquet to a group of women.,wav2vec2-base,CommonVoice2,29
0.25,0.018518518518518517,1.1428709030151367,0.69140625,IT WAS DISTRIBUTED BY SO NY PICTURES HOME ENTERTAINMENT,It was distributed by Sony Pictures Home Entertainment.,wav2vec2-base,CommonVoice2,30
0.25,0.07142857142857142,1.1045541763305664,-7.9609375,THEREFORE MORE CONFLICT AND MORE LETHAL ENE DEGENERATED,"Therefore, more conflict and more lethal energy generated.",wav2vec2-base,CommonVoice2,31
0.25,0.05,1.1036467552185059,-3.73046875,PLANTS BREATHE AT IN,Plants breathe it in...,wav2vec2-base,CommonVoice2,32
0.2,0.06349206349206349,1.042142629623413,11.58984375,HE WANTED TO KNOW ABOUT THE STANESLOVSKY AND STRASBURG THEORIES,He wanted to know about the Stanislavski and Strasberg theories.,wav2vec2-base,CommonVoice2,33
0.16666666666666666,0.08333333333333333,1.2725379467010498,1.9296875,IT REMAINS THERE ONLY SINGLE TO LAND ON EITHER OF THE CHURCH,It remains their only single to land on either of the charts.,wav2vec2-base,CommonVoice2,34
0.1111111111111111,0.034482758620689655,1.3384442329406738,-9.46875,OUR COLLECTIVE RESEARCH HAS NOT CREATED A SINGLE ALGORIDM,Our collective research has not created a single algorithm.,wav2vec2-base,CommonVoice2,35
0.14285714285714285,0.01,1.4596638679504395,5.04296875,THE UNIVERSITY VICE CHANCELLOR AND OTHER OFFICIALS WERE PRESENT AS ARMED POLICE SURROUNDED THE CAMPUS,The university vice-chancellor and other officials were present as armed police surrounded the campus.,wav2vec2-base,CommonVoice2,36
0.0,0.0,1.147043228149414,7.75390625,HOWARD LAKE DEVELOPED AS A RAILROAD STATION,Howard Lake developed as a railroad station.,wav2vec2-base,CommonVoice2,37
0.3333333333333333,0.023255813953488372,0.9612929821014404,0.21484375,THE STATION ALSO AIRS UNDER CURRENTS NIGHTLY,"The station also airs ""UnderCurrents"" nightly.",wav2vec2-base,CommonVoice2,38
0.0,0.0,0.822890043258667,-14.34375,A MAN PAINTS ON AN EASEL AS PEOPLE WALK BY,A man paints on an easel as people walk by.,wav2vec2-base,CommonVoice2,39
0.3333333333333333,0.09333333333333334,1.1894104480743408,1.6171875,IN ONE QUICK MOV SHE ECTUATED THE EF CANNONS AND FIRED ON THE ENEMYSHIP,"In one quick move, she activated the aft cannons and fired on the enemy ship.",wav2vec2-base,CommonVoice2,40
0.21428571428571427,0.058823529411764705,1.5931334495544434,2.390625,THE CHARACTER IS AN ATLANTIAN OF MARVEL SHARED UNIVERSE KNOWN AS THE MARFOR UNIVERSE,"The character is an Atlantean of Marvel's shared universe, known as the Marvel Universe.",wav2vec2-base,CommonVoice2,41
0.0,0.0,0.5496695041656494,-5.0859375,AN OLD MAN SITS WITH A TRAY IN HIS LAP,An old man sits with a tray in his lap.,wav2vec2-base,CommonVoice2,42
0.36363636363636365,0.08333333333333333,1.2415096759796143,2.99609375,ON OCCASION HE IS WORN IN ARMOURED BARRLESUIT OF UNREVEALED CAPABILITIES,"On occasion, he has worn an armored battlesuit of unrevealed capabilities.",wav2vec2-base,CommonVoice2,43
0.6666666666666666,0.43636363636363634,1.1686465740203857,-0.69140625,IT DROSS EVERYLAY ON GRATFILD AND METHMATICAL WETCINE,It draws heavily on graph theory and mathematical logic.,wav2vec2-base,CommonVoice2,44
0.0,0.0,1.1593432426452637,1.54296875,IT HAD A SMALL CHANCEL AND ITS EMBATTLED WESTERN TOWER CONTAINED A SINGLE BELL,It had a small chancel and its embattled western tower contained a single bell.,wav2vec2-base,CommonVoice2,45
0.0,0.0,0.6636426448822021,-0.76171875,IT WAS ALL GONE NOW,It was all gone now.,wav2vec2-base,CommonVoice2,46
0.3,0.06557377049180328,1.0061514377593994,0.7890625,LATER HE BECAME PARSON'S DEPUTY FOR THE GUN TYPE FISHING WEAPON,Later he became Parsons' deputy for the gun-type fission weapon.,wav2vec2-base,CommonVoice2,47
0.0,0.0,0.42955708503723145,-2.6015625,GIVE THIS NOVEL FOUR STARS,Give this novel four stars,wav2vec2-base,CommonVoice2,48
0.07692307692307693,0.012987012987012988,1.4195232391357422,3.1015625,THE BRAVOS AND THE SAN PHATRICIOS WERE STATIONED ON THE LEFT BEHIND BARRICADES,"The ""Bravos"" and the ""San Patricios"" were stationed on the left, behind barricades.",wav2vec2-base,CommonVoice2,49
0.14285714285714285,0.018867924528301886,1.7001430988311768,3.71875,AT THAT STATION THE SAFES WERE GIVEN OUT HEAVY WITH SHOT NOT GOLD THE THIEVES WENT ON TO DOVER AND BY AND BY,"At that station the safes were given out, heavy with shot, not gold; the thieves went on to Dover, and by-and-by,",wav2vec2-base,LJSpeech,0
0.0,0.0,0.5079357624053955,-5.3359375,NO TRACES OF ITS MOAT HAVE APPEARED,No traces of its moat have appeared.,wav2vec2-base,LJSpeech,1
0.0,0.0,1.6204984188079834,4.4296875,A NOTORIOUS MISER ROBERT SMITH HAD RECENTLY DIED IN SEVEN DIALS WHERE HE HAD AMASSED A CONSIDERABLE FORTUNE,"A notorious miser, Robert Smith, had recently died in Seven Dials, where he had amassed a considerable fortune.",wav2vec2-base,LJSpeech,2
0.0,0.0,0.5131661891937256,-4.6953125,NO ATTEMPT WAS MADE TO MAINTAIN DISCIPLINE,No attempt was made to maintain discipline.,wav2vec2-base,LJSpeech,3
0.0,0.0,1.210172414779663,3.0078125,FEW REALIZING THAT THE DREADFUL FATE WOULD OVERTAKE THEM DISMISSED THE PROSPECT OF DEATH,"Few realizing that the dreadful fate would overtake them, dismissed the prospect of death,",wav2vec2-base,LJSpeech,4
0.625,0.6666666666666666,1.3784329891204834,16.6328125,THIS PRICE INCLUDED NINETEEN DOLLARS NINETY FIVE CENTS FOR THE RIFLE AND THE SCOPE AND ONE DOLLAR FIFTY CENTS FOR POSTAGE IN HANDLING,"This price included $19.95 for the rifle and the scope, and $1.50 for postage and handling.",wav2vec2-base,LJSpeech,5
0.0,0.0,0.990523099899292,-16.6953125,AND SHE MUST HAVE RUN DOWN THE STAIRS AHEAD OF OSWALD AND WOULD PROBABLY HAVE SEEN OR HEARD HIM,and she must have run down the stairs ahead of Oswald and would probably have seen or heard him.,wav2vec2-base,LJSpeech,6
0.25,0.045454545454545456,0.9193174839019775,-1.97265625,BREWER MET MAC DONALD AND THE OTHER POLICEMAN AT THE ALLEY EXIT DOOR,"Brewer met McDonald and the other policemen at the alley exit door,",wav2vec2-base,LJSpeech,7
0.0,0.0,1.5263028144836426,4.64453125,THE ADMISSION OF A CROWD OF VISITORS TO ASSIST IN THESE LAY SERVICES HAS ALREADY BEEN REMARKED UPON AS THE INSPECTORS POINTED OUT,"The admission of a crowd of visitors to assist in these lay services has already been remarked upon; as the inspectors pointed out,",wav2vec2-base,LJSpeech,8
0.1111111111111111,0.007751937984496124,1.5509381294250488,13.98828125,NEXT THE OFFENSES OF RETURNING FROM TRANSPORTATION STEALING POST OFFICE LETTERS AND SACRILEGE WERE NO LONGER PUNISHABLE WITH DEATH,"next, the offenses of returning from transportation, stealing post-office letters, and sacrilege were no longer punishable with death.",wav2vec2-base,LJSpeech,9
0.0,0.0,1.0182545185089111,-2.51953125,SEEMS NECESSARY TO PRODUCE THE SAME RESULT OF JUSTICE AND RIGHT CONDUCT,seems necessary to produce the same result of justice and right conduct,wav2vec2-base,LJSpeech,10
0.0,0.0,0.9640359878540039,0.06640625,WITH SOME IMPORTANT MODIFICATIONS THIS PRINCIPLE OF RADIATION IS STILL THE RULE,With some important modifications this principle of radiation is still the rule.,wav2vec2-base,LJSpeech,11
0.16666666666666666,0.04878048780487805,1.1211450099945068,1.6171875,WHEN HIS TEMPORARY RESIDENCE BLAIR HOUSE WAS ATTACKED BY PORTURICAN NATIONALISTS,"when his temporary residence, Blair House, was attacked by Puerto Rican Nationalists.",wav2vec2-base,LJSpeech,12
0.21428571428571427,0.19101123595505617,1.5105390548706055,2.31640625,THE RECONSTRUCTION WAS THE MINIMUM TIME ACCORDINGLY SHE PROBABLY MET OSWALD AT ABOUT TWELVE THIRTY TWO,"The reconstruction was the minimum time. Accordingly, she probably met Oswald at about 12:32,",wav2vec2-base,LJSpeech,13
0.0,0.0,1.5597662925720215,-33.62890625,BESIDES THESE A NUMBER HAD THE PRIVILEGE OF A RUN ON THE KEY WHICH ALLOWED A PRISONER TO GO INTO THE RULES FOR THE DAY,"Besides these, a number had the privilege of a ""run on the key,"" which allowed a prisoner to go into the rules for the day.",wav2vec2-base,LJSpeech,14
0.15,0.1693548387096774,1.8004534244537354,-11.04296875,ABUSES AND IRREGULARITIES WHICH HAD BEEN PARTIALLY REMEDIED BY THE REFORM INTRODUCED IN EIGHTEEN THIRTY SEVEN WERE ONCE MORE IN THE ASCENDANT,"Abuses and irregularities, which had been partially remedied by the reform introduced in 1837, were once more in the ascendant.",wav2vec2-base,LJSpeech,15
0.0,0.0,1.4774367809295654,12.84765625,I HOPE THAT THEREBY THE DIFFICULT PROCESS OF CONSTITUTIONAL AMENDMENT MAY BE RENDERED UNNECESSARY BUT,"I hope that thereby the difficult process of constitutional amendment may be rendered unnecessary. But,",wav2vec2-base,LJSpeech,16
0.0,0.0,1.3183214664459229,-1.98046875,CAN BE DISTINGUISHED FROM THOSE ACTS OF CONTRACTION FOLLOWING UPON STIMULI WHICH ARE CALLED REFLEX IN ANIMALS,"can be distinguished from those acts of contraction following upon stimuli, which are called ""reflex"" in animals.",wav2vec2-base,LJSpeech,17
0.0,0.0,1.4020485877990723,-5.203125,A WEIGHT OF SHOT WAS BOUGHT AND STOWED IN CARPET BAGS READY TO REPLACE EXACTLY THE ABSTRACTED GOLD,A weight of shot was bought and stowed in carpet bags ready to replace exactly the abstracted gold.,wav2vec2-base,LJSpeech,18
0.0,0.0,1.4965729713439941,8.6640625,THOU COVEREST THE FOULEST DEEDS WITH THE FAIREST POSSIBLE NAME WHEN THOU SAYEST THY MAIMING IS TO HELP OUR SIEGE FORWARD,"thou coverest the foulest deeds with the fairest possible name, when thou sayest thy maiming is to help our siege forward.",wav2vec2-base,LJSpeech,19
0.1,0.009009009009009009,1.4634711742401123,-14.0703125,JUST AS THE TRAIN WAS STARTING AGAR SLIPPED INTO THE VAN WITH BURGESS AND PIERCE GOT INTO A FIRST CLASS CARRIAGE,"Just as the train was starting Agar slipped into the van with Burgess, and Pierce got into a first-class carriage.",wav2vec2-base,LJSpeech,20
0.0,0.0,1.6238808631896973,6.88671875,THERE REMAINS THE QUESTION OF WHAT IMPELLED OSWALD TO CONCEIVE AND TO CARRY OUT THE ASSASSINATION OF THE PRESIDENT OF THE UNITED STATES,There remains the question of what impelled Oswald to conceive and to carry out the assassination of the President of the United States.,wav2vec2-base,LJSpeech,21
0.0,0.0,1.228086233139038,1.38671875,WOULD SEE ANYTHING IN THE NEWSPAPER ABOUT HIS DEFECTION UNLESS HE ENGAGED IN ACTIVITIES SIMILAR TO THOSE,"would see anything in the newspaper about his defection, unless he engaged in activities similar to those",wav2vec2-base,LJSpeech,22
0.0,0.0,1.0059211254119873,0.19140625,I WANT TO TALK WITH YOU VERY SIMPLY ABOUT THE NEED FOR PRESENT ACTION IN THIS CRISIS,I want to talk with you very simply about the need for present action in this crisis,wav2vec2-base,LJSpeech,23
0.0,0.0,1.618910551071167,-1.234375,BUT THERE WERE NO SERIOUS ACCIDENTS BEYOND THOSE CAUSED BY THE GORING OF A MADDENED OVERDRIVEN OX WHICH FORCED ITS WAY THROUGH THE CROWD,"but there were no serious accidents, beyond those caused by the goring of a maddened, over-driven ox which forced its way through the crowd.",wav2vec2-base,LJSpeech,24
0.07142857142857142,0.031578947368421054,1.1852519512176514,-8.68359375,THE HONEST OF IMPROVEMENT LAY UPON THE MAGISTRACY THE LOCAL AUTHORITIES ADMINISTERING LOCAL FUNDS,"The onus of improvement lay upon the magistracy, the local authorities administering local funds,",wav2vec2-base,LJSpeech,25
0.0,0.0,0.9236376285552979,-1.41796875,DURING THE DAYS OF HIS PROSPERITY HE WAS A GOVERNOR OF CHRIST'S HOSPITAL,"During the days of his prosperity he was a governor of Christ's Hospital,",wav2vec2-base,LJSpeech,26
0.09090909090909091,0.013986013986013986,1.5804438591003418,10.69140625,IN MANY OTHERS THERE WERE NO INFIRMARIES NO PLACE IS SET APART FOR THE CONFINEMENT OF PRISONERS AFFLICTED WITH DANGEROUS AND INFECTIOUS DISORDERS,"In many others there were no infirmaries, no places set apart for the confinement of prisoners afflicted with dangerous and infectious disorders.",wav2vec2-base,LJSpeech,27
0.0,0.0,1.2465577125549316,-7.0546875,AND ON ONE OCCASION AGENT KELLERMAN LEFT THE FRONT SEAT OF THE PRESIDENT'S CAR TO TAKE A SIMILAR POSITION,and on one occasion Agent Kellerman left the front seat of the President's car to take a similar position.,wav2vec2-base,LJSpeech,28
0.09090909090909091,0.014285714285714285,0.9833986759185791,2.765625,STUDYING UPON AN EMPTY STOMACH PROVOKES DYSPESIA AND INJURES THE EYES,Studying upon an empty stomach provokes dyspepsia and injures the eyes.,wav2vec2-base,LJSpeech,29
0.0,0.0,1.739701509475708,-1.16015625,UNDER HOLDING COMPANY DOMINATION THE UTILITY INDUSTRY HAS LONG BEEN HOPELESSLY AT WAR WITHIN ITSELF AND WITH PUBLIC SENTIMENT,under holding company domination the utility industry has long been hopelessly at war within itself and with public sentiment.,wav2vec2-base,LJSpeech,30
0.07692307692307693,0.03424657534246575,1.8158082962036133,-0.01171875,WAINWRIGHT WAS ALLOWED A CIGAR THE NIGHT BEFORE EXECUTION WHICH HE SMOKED IN THE PRISON YARD WALKING UP AND DOWN WITH THE GOVERNOR MISTER SIDNEY SMITH,"Wainwright was allowed a cigar the night before execution, which he smoked in the prison yard, walking up and down with the governor, Mr. Sydney Smith.",wav2vec2-base,LJSpeech,31
0.0,0.0,1.444544792175293,6.14453125,ABSOLUTE SECURITY IS NEITHER PRACTICAL NOR POSSIBLE AN APPROACH TO COMPLETE SECURITY WOULD REQUIRE THE PRESIDENT,Absolute security is neither practical nor possible. An approach to complete security would require the President,wav2vec2-base,LJSpeech,32
0.0,0.0,0.7676970958709717,20.234375,FOR ACTING AS EXECUTIONER OF HORSEMONGER LANE JAIL,For acting as executioner of Horsemonger Lane Jail,wav2vec2-base,LJSpeech,33
0.0,0.0,0.2708420753479004,-2.30859375,TWO YOUNG WOMEN,"Two young women,",wav2vec2-base,LJSpeech,34
0.0,0.0,1.4549427032470703,-15.59765625,THEY WERE TAKEN BACK TO JAIL AND WERE AGAIN BROUGHT OUT IN THE AFTERNOON BY WHICH TIME FRESH AND STRONGER ROPES HAD BEEN PROCURED,"They were taken back to jail, and were again brought out in the afternoon, by which time fresh and stronger ropes had been procured,",wav2vec2-base,LJSpeech,35
0.0,0.0,0.561211109161377,-2.47265625,GAVE MORE PEOPLE AN OPPORTUNITY TO PARTICIPATE,gave more people an opportunity to participate.,wav2vec2-base,LJSpeech,36
0.0,0.0,1.126051425933838,0.859375,A HANDSOME SUM WAS SUBSCRIBED FOR THE INJURED CONSTABLE WHO WAS DISABLED FOR LIFE,"A handsome sum was subscribed for the injured constable, who was disabled for life.",wav2vec2-base,LJSpeech,37
0.25,0.057692307692307696,1.2381107807159424,-4.1015625,YOU WILL FIND THE MAIL BOX IN THE POST OFFICE WHICH IS LOCATED FOUR BLOCKS FROM THE DRUG STORE ON THAT STREET,You will find the mailbox in the post office which is located 4 blocks from the drugstore on that street.,wav2vec2-base,LJSpeech,38
0.0,0.0,1.008275032043457,3.515625,NO PRISONERS SHOULD IN FUTURE BE IRONED EXCEPT IN CASES OF MISCONDUCT,"No prisoners should in future be ironed, except in cases of misconduct,",wav2vec2-base,LJSpeech,39
0.0,0.0,0.9915657043457031,-4.15234375,AND WITHOUT REFERENCE TO OR COMPARISON WITH THE DOCUMENTS IN WHICH THE PAYMENT WAS CLAIMED,and without reference to or comparison with the documents in which the payment was claimed.,wav2vec2-base,LJSpeech,40
0.0,0.0,1.7975077629089355,2.2265625,ALREADY THE SEVERITY OF OUR CRIMINAL CODE AND THE NUMBER OF CAPITAL FELONIES UPON THE STATUTE BOOK HAD BROUGHT A REACTION,"Already the severity of our criminal code, and the number of capital felonies upon the statute book, had brought a reaction;",wav2vec2-base,LJSpeech,41
0.1,0.017543859649122806,0.8389873504638672,2.8984375,OR TO ANE INDUSTRY OR TO AN INDIVIDUAL PRIVATE OCCUPATION,"or to one industry, or to an individual private occupation.",wav2vec2-base,LJSpeech,42
0.23076923076923078,0.0821917808219178,0.9559357166290283,-0.19921875,TO ISSUE NEW BONDS THEREFORE BEARING ONLY THREE AND ONE HALF PER CENT INTEREST,"to issue new bonds therefore bearing only 3 and one half percent interest,",wav2vec2-base,LJSpeech,43
0.0,0.0,0.7486352920532227,22.65234375,I COULDN'T IN ALL HONESTY SINCERELY SAY SUCH A THING,I couldn't in all honesty sincerely say such a thing.,wav2vec2-base,LJSpeech,44
0.16666666666666666,0.10476190476190476,1.4125103950500488,-24.75,DURING THE MORNING OF NOVEMBER TWENTY ONE OSWALD ASKED FRASIER WHETHER HE COULD RIDE HOME WITH HIM THAT AFTERNOON,"During the morning of November 21, Oswald asked Frazier whether he could ride home with him that afternoon.",wav2vec2-base,LJSpeech,45
0.0,0.0,1.242706298828125,-0.42578125,THEIR CRIMES FOLLOW IN THE LINES OF OTHERS ALREADY FOUND AND OFTEN MORE THAN ONCE IN THE CALENDARS,"their crimes follow in the lines of others already found, and often more than once, in the calendars.",wav2vec2-base,LJSpeech,46
0.18181818181818182,0.028169014084507043,1.0236732959747314,3.23828125,JEWEL BOXIS CLEVERLY STOLEN UNDER THE VERY NOSES OF OWNERS OR CARETAKERS,jewel-boxes cleverly stolen under the very noses of owners or care-takers.,wav2vec2-base,LJSpeech,47
